"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","block_id","shape_id","wheelchair_accessible","bikes_allowed"
"102822-11619625","102822-Mo-Su","102822-356","Terminus 40","","0","","102822-11619623","0","0"
"102822-11619625","102822-Mo-Su","102822-357","Camp Militaire","","1","","102822-11619624","0","0"
"102822-11619658","102822-Mo-Su","102822-358","Toit rouge Jean-Paul 2","","0","","102822-11619657","0","0"
"102822-11619658","102822-Mo-Su","102822-359","Terminus 40","","1","","102822-11619656","0","0"
"102822-10406621","102822-Mo-Su","102822-36","Koumassi","","0","","102822-10406619","0","0"
"102822-11619704","102822-Mo-Su","102822-360","Terminus 40","","0","","102822-11619703","0","0"
"102822-11619704","102822-Mo-Su","102822-361","Abobo Doumé","","1","","102822-11619702","0","0"
"102822-11619877","102822-Mo-Su","102822-362","Songon Agban","","0","","102822-11619876","0","0"
"102822-11619877","102822-Mo-Su","102822-363","Siporex","","1","","102822-11619875","0","0"
"102822-11619939","102822-Mo-Su","102822-364","Sable","","0","","102822-11619937","0","0"
"102822-11619939","102822-Mo-Su","102822-365","Koweit","","1","","102822-11619938","0","0"
"102822-11620000","102822-Mo-Su","102822-366","Yopougon Siporex","","0","","102822-11619998","0","0"
"102822-11620000","102822-Mo-Su","102822-367","Yopougon Lokoa","","1","","102822-11619999","0","0"
"102822-11620022","102822-Mo-Su","102822-368","Yopougon Siporex","","0","","102822-11620020","0","0"
"102822-11620022","102822-Mo-Su","102822-369","Yopougon Académie","","1","","102822-11620021","0","0"
"102822-10406621","102822-Mo-Su","102822-37","Adjamé Liberté","","1","","102822-10406620","0","0"
"102822-11620051","102822-Mo-Su","102822-370","Yopougon Siporex","","0","","102822-11620049","0","0"
"102822-11620051","102822-Mo-Su","102822-371","Yopougon Gesco","","1","","102822-11620050","0","0"
"102822-11620886","102822-Mo-Su","102822-372","Yopougon Acamedie","","0","","102822-11620884","0","0"
"102822-11620886","102822-Mo-Su","102822-373","Yopougon Diop","","1","","102822-11620885","0","0"
"102822-11620905","102822-Mo-Su","102822-374","Yopougon Siporex","","0","","102822-11620903","0","0"
"102822-11620905","102822-Mo-Su","102822-375","Yopougon Iges","","1","","102822-11620904","0","0"
"102822-11702225","102822-Mo-Su","102822-376","Terre Rouge","","0","","102822-11702223","0","0"
"102822-11702225","102822-Mo-Su","102822-377","Carrefour deux poteaux","","1","","102822-11702224","0","0"
"102822-11702278","102822-Mo-Su","102822-378","Terre Rouge","","0","","102822-11702276","0","0"
"102822-11702278","102822-Mo-Su","102822-379","Benogosso","","1","","102822-11702277","0","0"
"102822-10406865","102822-Mo-Su","102822-38","Yopougon Palais","","0","","102822-10406864","0","0"
"102822-11702376","102822-Mo-Su","102822-380","Ndotre","","0","","102822-11702375","0","0"
"102822-11702376","102822-Mo-Su","102822-381","Yopougon Carrefour zone","","1","","102822-11702374","0","0"
"102822-11702381","102822-Mo-Su","102822-382","Zone industrielle","","0","","102822-11702380","0","0"
"102822-11702381","102822-Mo-Su","102822-383","Marché 23è","","1","","102822-11702379","0","0"
"102822-11702592","102822-Mo-Su","102822-384","Abobo Agripac","","0","","102822-11702591","0","0"
"102822-11702592","102822-Mo-Su","102822-385","Yopougon Carrefour zone","","1","","102822-11702590","0","0"
"102822-11702772","102822-Mo-Su","102822-386","Biabou","","0","","102822-11702771","0","0"
"102822-11702772","102822-Mo-Su","102822-387","Abobo Marché","","1","","102822-11702770","0","0"
"102822-11702874","102822-Mo-Su","102822-388","Beago Wolosso","","0","","102822-11702873","0","0"
"102822-11702874","102822-Mo-Su","102822-389","Yopougon Palais","","1","","102822-11702872","0","0"
"102822-10406865","102822-Mo-Su","102822-39","Adjamé Liberté","","1","","102822-10406863","0","0"
"102822-11702965","102822-Mo-Su","102822-390","Zone Industrielle","","0","","102822-11702963","0","0"
"102822-11702965","102822-Mo-Su","102822-391","Yopougon Koweit","","1","","102822-11702964","0","0"
"102822-11703071","102822-Mo-Su","102822-392","Gesco","","0","","102822-11703070","0","0"
"102822-11703071","102822-Mo-Su","102822-393","Zone Industrielle","","1","","102822-11703069","0","0"
"102822-11703076","102822-Mo-Su","102822-394","Casier","","0","","102822-11703074","0","0"
"102822-11703076","102822-Mo-Su","102822-395","Belleville","","1","","102822-11703075","0","0"
"102822-11703113","102822-Mo-Su","102822-396","Terminus Mobiobi","","0","","102822-11703112","0","0"
"102822-11703113","102822-Mo-Su","102822-397","Mobiobi","","1","","102822-11703111","0","0"
"102822-11703128","102822-Mo-Su","102822-398","Attecoubé Garage","","0","","102822-11703127","0","0"
"102822-11703128","102822-Mo-Su","102822-399","Yopougon Locodjro Marine","","1","","102822-11703126","0","0"
"102822-10184139","102822-Mo-Su","102822-4","Abobo Gare Mairie","","0","","102822-10183939","0","0"
"102822-10407729","102822-Mo-Su","102822-40","Yopougon Camp Militaire","","0","","102822-10407727","0","0"
"102822-11703171","102822-Mo-Su","102822-400","Gonzagueville Corridor","","0","","102822-11703169","0","0"
"102822-11703171","102822-Mo-Su","102822-401","Éléphant","","1","","102822-11703170","0","0"
"102822-11703223","102822-Mo-Su","102822-402","Gonzagueville Corridor","","0","","102822-11703221","0","0"
"102822-11703223","102822-Mo-Su","102822-403","Abraham","","1","","102822-11703222","0","0"
"102822-11703304","102822-Mo-Su","102822-404","Usine","","0","","102822-11703303","0","0"
"102822-11703304","102822-Mo-Su","102822-405","Gonzagueville Corridor","","1","","102822-11703302","0","0"
"102822-11758498","102822-Mo-Su","102822-406","Yopougon Iges","","0","","102822-11758496","0","0"
"102822-11758498","102822-Mo-Su","102822-407","Adjame mosquée en bas du pont","","1","","102822-11758497","0","0"
"102822-11758556","102822-Mo-Su","102822-408","Yopougon Lubafrique","","0","","102822-11758555","0","0"
"102822-11758556","102822-Mo-Su","102822-409","Adjamé Texaco","","1","","102822-11758554","0","0"
"102822-10407729","102822-Mo-Su","102822-41","Adjamé Texaco","","1","","102822-10407728","0","0"
"102822-13411244","102822-Mo-Su","102822-410","Yopougon Siporex","","0","","102822-13411242","0","0"
"102822-13411244","102822-Mo-Su","102822-411","Yopougon Micao","","1","","102822-13411243","0","0"
"102822-13421219","102822-Mo-Su","102822-412","Belle Cité en Bas","","0","","102822-13421218","0","0"
"102822-13421219","102822-Mo-Su","102822-413","Belle Cité","","1","","102822-13421217","0","0"
"102822-13421393","102822-Mo-Su","102822-414","Lycée Moderne d'Abobo","","0","","102822-13421391","0","0"
"102822-13421393","102822-Mo-Su","102822-415","Avocatier Carrefour Niamkey","","1","","102822-13421392","0","0"
"102822-13423262","102822-Mo-Su","102822-416","Lycée Moderne d'Abobo","","0","","102822-13423260","0","0"
"102822-13423262","102822-Mo-Su","102822-417","Belle Cité","","1","","102822-13423261","0","0"
"102822-13423303","102822-Mo-Su","102822-418","Carrefour Angré","","0","","102822-13423302","0","0"
"102822-13423303","102822-Mo-Su","102822-419","Gare d'Abobo","","1","","102822-13423301","0","0"
"102822-10407850","102822-Mo-Su","102822-42","Yopougon Carrefour Académie","","0","","102822-10407849","0","0"
"102822-13438124","102822-Mo-Su","102822-420","Pk Direct","","0","","102822-13438123","0","0"
"102822-13438124","102822-Mo-Su","102822-421","Adjamé Texaco","","1","","102822-13438122","0","0"
"102822-13438313","102822-Mo-Su","102822-422","Marché Bagnon","","0","","102822-13438312","0","0"
"102822-13438313","102822-Mo-Su","102822-423","Adjamé Texaco","","1","","102822-13438311","0","0"
"102822-13463948","102822-Mo-Su","102822-424","Grand Carrefour Koumassi","","0","","102822-13463947","0","0"
"102822-13463948","102822-Mo-Su","102822-425","Grand Carrefour Koumassi","","1","","102822-13463946","0","0"
"102822-13466128","102822-Mo-Su","102822-426","N'dotre","","0","","102822-13466127","0","0"
"102822-13466128","102822-Mo-Su","102822-427","Adjamé Texaco","","1","","102822-13466126","0","0"
"102822-13469152","102822-Mo-Su","102822-428","Yopougon Boissy","","0","","102822-13469151","0","0"
"102822-13469152","102822-Mo-Su","102822-429","Adjamé Texaco","","1","","102822-13469150","0","0"
"102822-10407850","102822-Mo-Su","102822-43","Adjamé Texaco","","1","","102822-10407848","0","0"
"102822-13469249","102822-Mo-Su","102822-430","Yopougon Micao","","0","","102822-13469248","0","0"
"102822-13469249","102822-Mo-Su","102822-431","Adjamé Texaco","","1","","102822-13469247","0","0"
"102822-13486886","102822-Mo-Su","102822-432","Lubafrique","","0","","102822-13486884","0","0"
"102822-13486886","102822-Mo-Su","102822-433","Cité Verte","","1","","102822-13486885","0","0"
"102822-13486931","102822-Mo-Su","102822-434","Marché Bagnon","","0","","102822-13486930","0","0"
"102822-13486931","102822-Mo-Su","102822-435","Lubafrique","","1","","102822-13486929","0","0"
"102822-13486952","102822-Mo-Su","102822-436","2 Plateaux Vallons","","0","","102822-13486951","0","0"
"102822-13486952","102822-Mo-Su","102822-437","2 Plateaux Mobile","","1","","102822-13486950","0","0"
"102822-13486968","102822-Mo-Su","102822-438","Angré Cnps","","0","","102822-13486967","0","0"
"102822-13486968","102822-Mo-Su","102822-439","2 Plateaux Mobile","","1","","102822-13486966","0","0"
"102822-10408669","102822-Mo-Su","102822-44","Riviera 2","","0","","102822-10408667","0","0"
"102822-13486974","102822-Mo-Su","102822-440","Abobo Azur Mobil","","0","","102822-13486973","0","0"
"102822-13486974","102822-Mo-Su","102822-441","2 Plateaux Mobile","","1","","102822-13486972","0","0"
"102822-13486989","102822-Mo-Su","102822-442","Angré Château","","0","","102822-13486988","0","0"
"102822-13486989","102822-Mo-Su","102822-443","2 Plateaux Mobile","","1","","102822-13486987","0","0"
"102822-13487010","102822-Mo-Su","102822-444","Angré Nouveau Chu","","0","","102822-13487009","0","0"
"102822-13487010","102822-Mo-Su","102822-445","2 Plateaux Mobile","","1","","102822-13487008","0","0"
"102822-13487772","102822-Mo-Su","102822-446","Angré Pétro Ivoire","","0","","102822-13487771","0","0"
"102822-13487772","102822-Mo-Su","102822-447","Belle Ville","","1","","102822-13487770","0","0"
"102822-13487952","102822-Mo-Su","102822-448","Paillet","","0","","102822-13487950","0","0"
"102822-13487952","102822-Mo-Su","102822-449","Lycée Moderne d'Abobo","","1","","102822-13487951","0","0"
"102822-10408669","102822-Mo-Su","102822-45","Angré Terminus 81-82","","1","","102822-10408668","0","0"
"102822-13488047","102822-Mo-Su","102822-450","Liberté","","0","","102822-13488045","0","0"
"102822-13488047","102822-Mo-Su","102822-451","Dokui Azur","","1","","102822-13488046","0","0"
"102822-13489593","102822-Mo-Su","102822-452","Liberté","","0","","102822-13489591","0","0"
"102822-13489593","102822-Mo-Su","102822-453","Cie","","1","","102822-13489592","0","0"
"102822-13491534","102822-Mo-Su","102822-454","Adjamé Texaco","","0","","","0","0"
"102822-13491534","102822-Mo-Su","102822-455","Abobo Gare","","1","","102822-13491533","0","0"
"102822-13491913","102822-Mo-Su","102822-456","Yopougon Siporex","","0","","102822-13491911","0","0"
"102822-13491913","102822-Mo-Su","102822-457","Yopougon Mênêkré","","1","","102822-13491912","0","0"
"102822-13492204","102822-Mo-Su","102822-458","Yopougon Siporex","","0","","102822-13492202","0","0"
"102822-13492204","102822-Mo-Su","102822-459","N'dotre","","1","","102822-13492203","0","0"
"102822-10408694","102822-Mo-Su","102822-46","Riviera 2","","0","","102822-10408692","0","0"
"102822-13492314","102822-Mo-Su","102822-460","Riviera 2 Station","","0","","102822-13492312","0","0"
"102822-13492314","102822-Mo-Su","102822-461","Mosquée de la Riviera 3","","1","","102822-13492313","0","0"
"102822-13493717","102822-Mo-Su","102822-462","Adjamé","","0","","102822-13493716","0","0"
"102822-13493717","102822-Mo-Su","102822-463","Agripac","","1","","102822-13493715","0","0"
"102822-13494497","102822-Mo-Su","102822-464","Gendarmerie","","0","","102822-13494495","0","0"
"102822-13494497","102822-Mo-Su","102822-465","Agripac","","1","","102822-13494496","0","0"
"102822-13494647","102822-Mo-Su","102822-466","4 Croix","","0","","102822-13494646","0","0"
"102822-13494647","102822-Mo-Su","102822-467","Centre Culturel","","1","","102822-13494645","0","0"
"102822-13494705","102822-Mo-Su","102822-468","Escalier","","0","","102822-13494703","0","0"
"102822-13494705","102822-Mo-Su","102822-469","Anan","","1","","102822-13494704","0","0"
"102822-10408694","102822-Mo-Su","102822-47","Angré 22ème","","1","","102822-10408693","0","0"
"102822-13494711","102822-Mo-Su","102822-470","N'dotré","","0","","102822-13494710","0","0"
"102822-13494711","102822-Mo-Su","102822-471","Agripac","","1","","102822-13494709","0","0"
"102822-13494764","102822-Mo-Su","102822-472","Marchoux","","0","","102822-13494763","0","0"
"102822-13494764","102822-Mo-Su","102822-473","Escalier","","1","","102822-13494762","0","0"
"102822-13494776","102822-Mo-Su","102822-474","Anokoi Sodeci","","0","","102822-13494775","0","0"
"102822-13494776","102822-Mo-Su","102822-475","Gare Anokoi","","1","","102822-13494774","0","0"
"102822-13494859","102822-Mo-Su","102822-476","Escalier","","0","","102822-13494857","0","0"
"102822-13494859","102822-Mo-Su","102822-477","2 Panneaux","","1","","102822-13494858","0","0"
"102822-13495116","102822-Mo-Su","102822-478","Warren/Comissariat","","0","","102822-13495114","0","0"
"102822-13495116","102822-Mo-Su","102822-479","Belle Côte- Palmeraie","","1","","102822-13495115","0","0"
"102822-10408727","102822-Mo-Su","102822-48","Riviera 2","","0","","102822-10408726","0","0"
"102822-13495195","102822-Mo-Su","102822-480","Adjamé Mirador","","0","","102822-13495194","0","0"
"102822-13495195","102822-Mo-Su","102822-481","Anyama","","1","","102822-13495193","0","0"
"102822-13495201","102822-Mo-Su","102822-482","Warren/Comissariat","","0","","102822-13495199","0","0"
"102822-13495201","102822-Mo-Su","102822-483","CHU Angré","","1","","102822-13495200","0","0"
"102822-13496911","102822-Mo-Su","102822-484","Adjamé Sous le Pont","","0","","102822-13496910","0","0"
"102822-13496911","102822-Mo-Su","102822-485","Celeste Carrefour Garage","","1","","102822-13496909","0","0"
"102822-13497450","102822-Mo-Su","102822-486","Adjamé Sous le Pont","","0","","102822-13497449","0","0"
"102822-13497450","102822-Mo-Su","102822-487","Bocabo Carrefour Marché","","1","","102822-13497448","0","0"
"102822-13497827","102822-Mo-Su","102822-488","Biabou Paris Village","","0","","102822-13497826","0","0"
"102822-13497827","102822-Mo-Su","102822-489","Centre Culturel","","1","","102822-13497825","0","0"
"102822-10408727","102822-Mo-Su","102822-49","Attoban Camp","","1","","102822-10408725","0","0"
"102822-13498052","102822-Mo-Su","102822-490","Angré Château","","0","","102822-13498051","0","0"
"102822-13498052","102822-Mo-Su","102822-491","Centre Culturel","","1","","102822-13498050","0","0"
"102822-13498096","102822-Mo-Su","102822-492","Agbékoi","","0","","102822-13498095","0","0"
"102822-13498096","102822-Mo-Su","102822-493","CIE Abobo Centre","","1","","102822-13498094","0","0"
"102822-13498116","102822-Mo-Su","102822-494","Dokui Azur","","0","","102822-13498115","0","0"
"102822-13498116","102822-Mo-Su","102822-495","Mairie","","1","","102822-13498114","0","0"
"102822-13499112","102822-Mo-Su","102822-496","Adjamé Sous le Pont","","0","","102822-13499111","0","0"
"102822-13499112","102822-Mo-Su","102822-497","Ancien Marché Pk18","","1","","102822-13499110","0","0"
"102822-13499675","102822-Mo-Su","102822-498","Treichville","","0","","102822-13499674","0","0"
"102822-13499675","102822-Mo-Su","102822-499","Agripac","","1","","102822-13499673","0","0"
"102822-10184139","102822-Mo-Su","102822-5","Adjamé Liberté","","1","","102822-10184124","0","0"
"102822-10408771","102822-Mo-Su","102822-50","Treichville Gare de Bassam","","0","","102822-10408769","0","0"
"102822-13499973","102822-Mo-Su","102822-500","Treichville Port de Pêche","","0","","102822-13499972","0","0"
"102822-13499973","102822-Mo-Su","102822-501","Gendarmerie","","1","","102822-13499971","0","0"
"102822-13500113","102822-Mo-Su","102822-502","Belle Ville","","0","","102822-13500112","0","0"
"102822-13500113","102822-Mo-Su","102822-503","Ancienne Gendarmerie","","1","","102822-13500111","0","0"
"102822-13500219","102822-Mo-Su","102822-504","Liberté","","0","","102822-13500218","0","0"
"102822-13500219","102822-Mo-Su","102822-505","Samake","","1","","102822-13500217","0","0"
"102822-13531691","102822-Mo-Su","102822-506","Santai","","0","","102822-13531690","0","0"
"102822-13531691","102822-Mo-Su","102822-507","Nouveau Marché","","1","","102822-13531689","0","0"
"102822-13531849","102822-Mo-Su","102822-508","Nouveau Marché","","0","","102822-13531847","0","0"
"102822-13531849","102822-Mo-Su","102822-509","Adjin","","1","","102822-13531848","0","0"
"102822-10408771","102822-Mo-Su","102822-51","Bolloré","","1","","102822-10408770","0","0"
"102822-13531947","102822-Mo-Su","102822-510","S3i","","0","","102822-13531946","0","0"
"102822-13531947","102822-Mo-Su","102822-511","Nouveau Marché","","1","","102822-13531945","0","0"
"102822-13532024","102822-Mo-Su","102822-512","Nouveau Marché","","0","","102822-13532022","0","0"
"102822-13532024","102822-Mo-Su","102822-513","École Régionale d’Agriculture","","1","","102822-13532023","0","0"
"102822-13532225","102822-Mo-Su","102822-514","Nouveau Marché","","0","","102822-13532223","0","0"
"102822-13532225","102822-Mo-Su","102822-515","Delacelle","","1","","102822-13532224","0","0"
"102822-13532726","102822-Mo-Su","102822-516","Zoo","","0","","102822-13532724","0","0"
"102822-13532726","102822-Mo-Su","102822-517","Lycée Moderne d'Abobo","","1","","102822-13532725","0","0"
"102822-13532887","102822-Mo-Su","102822-518","Château","","0","","102822-13532885","0","0"
"102822-13532887","102822-Mo-Su","102822-519","N'dotre","","1","","102822-13532886","0","0"
"102822-10408836","102822-Mo-Su","102822-52","Micao","","0","","102822-10408835","0","0"
"102822-13533699","102822-Mo-Su","102822-520","Vallon/ Las Palmas","","0","","102822-13533698","0","0"
"102822-13533699","102822-Mo-Su","102822-521","Sgbci Cocody","","1","","102822-13533697","0","0"
"102822-13533786","102822-Mo-Su","102822-522","N'dotré","","0","","102822-13533785","0","0"
"102822-13533786","102822-Mo-Su","102822-523","La Pompe","","1","","102822-13533784","0","0"
"102822-13533874","102822-Mo-Su","102822-524","Houphouet Boigny","","0","","102822-13533873","0","0"
"102822-13533874","102822-Mo-Su","102822-525","Grand Marché","","1","","102822-13533872","0","0"
"102822-13536680","102822-Mo-Su","102822-526","Carrefour Power","","0","","102822-13536679","0","0"
"102822-13536680","102822-Mo-Su","102822-527","Carrefour Kennedy","","1","","102822-13536678","0","0"
"102822-13536843","102822-Mo-Su","102822-528","Carrefour Power","","0","","102822-13536842","0","0"
"102822-13536843","102822-Mo-Su","102822-529","Pharmacie Santé","","1","","102822-13536841","0","0"
"102822-10408836","102822-Mo-Su","102822-53","Gabriel gare","","1","","102822-10408834","0","0"
"102822-13540087","102822-Mo-Su","102822-530","Korhogobougou","","0","","102822-13540086","0","0"
"102822-13540087","102822-Mo-Su","102822-531","Bangui","","1","","102822-13540085","0","0"
"102822-13543440","102822-Mo-Su","102822-532","Berlin","","0","","102822-13543439","0","0"
"102822-13543440","102822-Mo-Su","102822-533","Bangui en Bas","","1","","102822-13543438","0","0"
"102822-13543472","102822-Mo-Su","102822-534","S3i","","0","","102822-13543471","0","0"
"102822-13543472","102822-Mo-Su","102822-535","Gare Coopec","","1","","102822-13543470","0","0"
"102822-13543558","102822-Mo-Su","102822-536","Akandjé","","0","","102822-13543556","0","0"
"102822-13543558","102822-Mo-Su","102822-537","Station","","1","","102822-13543557","0","0"
"102822-13543798","102822-Mo-Su","102822-538","Nouveau Marché","","0","","102822-13543796","0","0"
"102822-13543798","102822-Mo-Su","102822-539","Berlin","","1","","102822-13543797","0","0"
"102822-10409494","102822-Mo-Su","102822-54","Abobo Gare Mairie","","0","","102822-10409493","0","0"
"102822-13543838","102822-Mo-Su","102822-540","Promogim","","0","","102822-13543837","0","0"
"102822-13543838","102822-Mo-Su","102822-541","Feh Kessé","","1","","102822-13543836","0","0"
"102822-13543854","102822-Mo-Su","102822-542","Oribat","","0","","102822-13543853","0","0"
"102822-13543854","102822-Mo-Su","102822-543","Feh Kessé","","1","","102822-13543852","0","0"
"102822-13543897","102822-Mo-Su","102822-544","Station","","0","","102822-13543895","0","0"
"102822-13543897","102822-Mo-Su","102822-545","Gbagba","","1","","102822-13543896","0","0"
"102822-13543936","102822-Mo-Su","102822-546","École Régionale d’Agriculture","","0","","102822-13543935","0","0"
"102822-13543936","102822-Mo-Su","102822-547","Bangui en Haut","","1","","102822-13543934","0","0"
"102822-13543985","102822-Mo-Su","102822-548","Terminus 27","","0","","102822-13543983","0","0"
"102822-13543985","102822-Mo-Su","102822-549","Azito","","1","","102822-13543984","0","0"
"102822-10409494","102822-Mo-Su","102822-55","Adjamé Renault","","1","","102822-10409492","0","0"
"102822-13549645","102822-Mo-Su","102822-550","Nouveau Marché","","0","","102822-13549643","0","0"
"102822-13549645","102822-Mo-Su","102822-551","Adjamé Bingerville","","1","","102822-13549644","0","0"
"102822-13549885","102822-Mo-Su","102822-552","Terminus 27/Carrefour Lokoa","","0","","102822-13549884","0","0"
"102822-13549885","102822-Mo-Su","102822-553","Adjamé Texaco","","1","","102822-13549883","0","0"
"102822-14937384","102822-Mo-Su","102822-554","Palmeraie Dgi","","0","","102822-14937382","0","0"
"102822-14937384","102822-Mo-Su","102822-555","Akouedo village","","1","","102822-14937383","0","0"
"102822-14963098","102822-Mo-Su","102822-556","Faya","","0","","102822-14963096","0","0"
"102822-14963098","102822-Mo-Su","102822-557","Akouedo basket","","1","","102822-14963097","0","0"
"102822-15010162","102822-Mo-Su","102822-558","Cité Sir","","0","","102822-15010161","0","0"
"102822-15010162","102822-Mo-Su","102822-559","Nouveau goudron Abatta","","1","","102822-15010160","0","0"
"102822-10409714","102822-Mo-Su","102822-56","Adjamé Liberté","","0","","102822-10409712","0","0"
"102822-15014557","102822-Mo-Su","102822-560","Cité prestige","","0","","102822-15014556","0","0"
"102822-15014557","102822-Mo-Su","102822-561","Nouveau goudron Abatta","","1","","102822-15014555","0","0"
"102822-15023497","102822-Mo-Su","102822-562","Nouveau Chu","","0","","102822-15023496","0","0"
"102822-15023497","102822-Mo-Su","102822-563","Nouveau goudron Abatta","","1","","102822-15023495","0","0"
"102822-15028340","102822-Mo-Su","102822-564","Angre fin goudron","","0","","102822-15028339","0","0"
"102822-15028340","102822-Mo-Su","102822-565","Nouveau goudron Abatta","","1","","102822-15028338","0","0"
"102822-15060693","102822-Mo-Su","102822-566","Nouveau goudron","","0","","102822-15060691","0","0"
"102822-15060693","102822-Mo-Su","102822-567","Abatta village","","1","","102822-15060692","0","0"
"102822-15060815","102822-Mo-Su","102822-568","Riviera 2 Station","","0","","102822-15060813","0","0"
"102822-15060815","102822-Mo-Su","102822-569","Dc10","","1","","102822-15060814","0","0"
"102822-10409714","102822-Mo-Su","102822-57","Carrefour Lokoa","","1","","102822-10409713","0","0"
"102822-15060946","102822-Mo-Su","102822-570","Stl","","0","","102822-15060945","0","0"
"102822-15060946","102822-Mo-Su","102822-571","Riviera 2 Station","","1","","102822-15060944","0","0"
"102822-15061189","102822-Mo-Su","102822-572","M'Badon","","0","","102822-15061188","0","0"
"102822-15061189","102822-Mo-Su","102822-573","9 kilo","","1","","102822-15061187","0","0"
"102822-15061856","102822-Mo-Su","102822-574","Hopital","","0","","102822-15061855","0","0"
"102822-15061856","102822-Mo-Su","102822-575","Gare Routière","","1","","102822-15061854","0","0"
"102822-15061961","102822-Mo-Su","102822-576","Séminaire","","0","","102822-15061960","0","0"
"102822-15061961","102822-Mo-Su","102822-577","Gare Routière","","1","","102822-15061959","0","0"
"102822-15062059","102822-Mo-Su","102822-578","Grand Carrefour","","0","","102822-15062058","0","0"
"102822-15062059","102822-Mo-Su","102822-579","Gare Routière","","1","","102822-15062057","0","0"
"102822-10410754","102822-Mo-Su","102822-58","Bingerville Nouvelle Gare","","0","","102822-10410753","0","0"
"102822-15066268","102822-Mo-Su","102822-580","M'Pouto","","0","","102822-15066267","0","0"
"102822-15066268","102822-Mo-Su","102822-581","9 kilo","","1","","102822-15066266","0","0"
"102822-15066565","102822-Mo-Su","102822-582","Ecole libanaise","","0","","102822-15066564","0","0"
"102822-15066565","102822-Mo-Su","102822-583","9 kilo","","1","","102822-15066563","0","0"
"102822-15066768","102822-Mo-Su","102822-584","Angré Petro Ivoire","","0","","102822-15066766","0","0"
"102822-15066768","102822-Mo-Su","102822-585","Angré Château","","1","","102822-15066767","0","0"
"102822-15068833","102822-Mo-Su","102822-586","Angré Petro Ivoire","","0","","102822-15068831","0","0"
"102822-15068833","102822-Mo-Su","102822-587","CHU Angré","","1","","102822-15068832","0","0"
"102822-15068880","102822-Mo-Su","102822-588","Angré Petro Ivoire","","0","","102822-15068879","0","0"
"102822-15068880","102822-Mo-Su","102822-589","Mahou","","1","","102822-15068878","0","0"
"102822-10410754","102822-Mo-Su","102822-59","Adjamé Liberté Kfc","","1","","102822-10410752","0","0"
"102822-15069257","102822-Mo-Su","102822-590","Hôtel Ivoire","","0","","102822-15069256","0","0"
"102822-15069257","102822-Mo-Su","102822-591","Angré Château","","1","","102822-15069255","0","0"
"102822-15069551","102822-Mo-Su","102822-592","Terminus 82","","0","","102822-15069550","0","0"
"102822-15069551","102822-Mo-Su","102822-593","Angré Château","","1","","102822-15069549","0","0"
"102822-15078631","102822-Mo-Su","102822-594","Belle Ville","","0","","102822-15078630","0","0"
"102822-15078631","102822-Mo-Su","102822-595","Gare d'Abobo","","1","","102822-15078629","0","0"
"102822-15079664","102822-Mo-Su","102822-596","Abobo Baoule","","0","","102822-15079663","0","0"
"102822-15079664","102822-Mo-Su","102822-597","Gare d'Abobo","","1","","102822-15079662","0","0"
"102822-15088442","102822-Mo-Su","102822-598","Terminus 81-82","","0","","102822-15088440","0","0"
"102822-15088442","102822-Mo-Su","102822-599","Riviera 2 - Gare annexe","","1","","102822-15088441","0","0"
"102822-10184730","102822-Mo-Su","102822-6","Akeïkoi Village","","0","","102822-10184409","0","0"
"102822-10411047","102822-Mo-Su","102822-60","Adjamé Agban","","0","","102822-10411046","0","0"
"102822-15088501","102822-Mo-Su","102822-600","Riviera 2 - Gare annexe","","0","","102822-15088499","0","0"
"102822-15088501","102822-Mo-Su","102822-601","Angré 22ème","","1","","102822-15088500","0","0"
"102822-15089159","102822-Mo-Su","102822-602","Mary'se","","0","","","0","0"
"102822-15089159","102822-Mo-Su","102822-603","Bonoumin","","1","","102822-15089157","0","0"
"102822-15092474","102822-Mo-Su","102822-604","Belle Côte- Palmeraie","","0","","102822-15092473","0","0"
"102822-15092474","102822-Mo-Su","102822-605","Abobo Azur Mobil","","1","","102822-15092472","0","0"
"102822-15094996","102822-Mo-Su","102822-606","Gare Djibi","","0","","102822-15094995","0","0"
"102822-15094996","102822-Mo-Su","102822-607","Gare d'Abobo","","1","","102822-15094994","0","0"
"102822-15095418","102822-Mo-Su","102822-608","Marché Avocatier","","0","","102822-15095417","0","0"
"102822-15095418","102822-Mo-Su","102822-609","Gendarmerie","","1","","102822-15095416","0","0"
"102822-10411047","102822-Mo-Su","102822-61","Yopougon gare Gesco","","1","","102822-10412113","0","0"
"102822-15095735","102822-Mo-Su","102822-610","Bocabo","","0","","102822-15095734","0","0"
"102822-15095735","102822-Mo-Su","102822-611","Après les Rails","","1","","102822-15095733","0","0"
"102822-15095798","102822-Mo-Su","102822-612","Cité policère","","0","","102822-15095797","0","0"
"102822-15095798","102822-Mo-Su","102822-613","Gendarmerie","","1","","102822-15095796","0","0"
"102822-15098553","102822-Mo-Su","102822-614","La vie","","0","","102822-15098552","0","0"
"102822-15098553","102822-Mo-Su","102822-615","Carrefour Angre","","1","","102822-15098551","0","0"
"102822-15101522","102822-Mo-Su","102822-616","St Marc- Palmeraie","","0","","102822-15101521","0","0"
"102822-15101522","102822-Mo-Su","102822-617","Abobo Azur Mobil","","1","","102822-15101520","0","0"
"102822-15101767","102822-Mo-Su","102822-618","Mary'se - Palmeraie","","0","","102822-15101766","0","0"
